HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2458100.49527,2017-12-12.9903456,bm,1.50,17.238,15.226,0.034,2.949,0.093,g
2458100.49649,2017-12-12.9915585,bm,1.57,17.154,15.298,0.039,2.760,0.100,g
2458106.70495,2017-12-19.2000313,bi,1.43,16.726,15.351,0.062,2.627,0.149,g
2458106.70617,2017-12-19.2012503,bi,1.44,16.527,15.270,0.069,2.831,0.178,g
2458106.70738,2017-12-19.2024667,bi,1.46,16.413,15.262,0.076,2.853,0.198,g
2458107.67365,2017-12-20.1687431,bi,1.40,17.350,15.387,0.036,2.541,0.084,g
2458107.67488,2017-12-20.1699664,bi,1.41,17.302,15.356,0.036,2.617,0.087,g
2458107.67609,2017-12-20.1711854,bi,1.37,17.315,15.352,0.036,2.624,0.086,g
2458108.66654,2017-12-21.1616353,bi,1.64,17.316,15.391,0.037,2.535,0.087,g
2458108.66775,2017-12-21.1628534,bi,1.69,17.321,15.414,0.038,2.479,0.086,g
2458108.66897,2017-12-21.1640696,bi,1.51,17.308,15.415,0.038,2.479,0.087,g
2458111.75386,2017-12-24.2489907,be,1.42,16.190,14.483,0.045,6.175,0.257,V
2458112.40593,2017-12-24.9010679,bm,1.63,17.158,15.214,0.036,2.979,0.100,g
2458112.40714,2017-12-24.9022818,bm,1.65,17.129,15.252,0.039,2.880,0.103,g
2458112.40835,2017-12-24.9034935,bm,1.62,17.218,15.212,0.034,2.986,0.095,g
2458113.75155,2017-12-26.2467182,bq,1.55,17.043,15.294,0.044,2.770,0.111,g
2458113.75277,2017-12-26.2479327,bq,1.53,17.036,15.274,0.043,2.823,0.112,g
2458113.75399,2017-12-26.2491545,bq,1.52,17.045,15.242,0.041,2.906,0.111,g
2458113.87428,2017-12-26.3694432,ba,1.73,16.445,14.651,0.042,5.292,0.203,V
2458113.87597,2017-12-26.3711412,ba,1.75,16.497,14.765,0.044,4.765,0.194,V
2458113.87765,2017-12-26.3728206,ba,1.70,16.443,14.707,0.044,5.028,0.204,V
2458114.45729,2017-12-26.9524743,bm,1.60,17.126,15.380,0.044,2.560,0.103,g
2458114.45850,2017-12-26.9536790,bm,1.61,17.130,15.353,0.042,2.623,0.102,g
2458114.45970,2017-12-26.9548819,bm,1.65,17.205,15.364,0.040,2.597,0.096,g
2458116.31652,2017-12-28.8117355,bm,2.01,16.491,15.055,0.058,3.450,0.185,g
2458116.31772,2017-12-28.8129416,bm,2.04,16.710,15.266,0.058,2.842,0.151,g
2458116.31904,2017-12-28.8142597,bm,1.98,16.503,15.217,0.067,2.973,0.182,g
2458116.55033,2017-12-29.0455495,bi,1.50,16.661,15.365,0.066,2.594,0.157,g
2458116.55155,2017-12-29.0467675,bi,1.47,16.675,15.194,0.056,3.037,0.156,g
2458116.55277,2017-12-29.0479844,bi,1.44,16.633,15.339,0.066,2.658,0.162,g
2458117.40541,2017-12-29.9006471,bm,1.68,16.516,15.156,0.063,3.146,0.180,g
2458117.40663,2017-12-29.9018710,bm,1.68,16.426,15.089,0.064,3.345,0.196,g
2458117.40785,2017-12-29.9030864,bm,1.69,16.346,15.156,0.073,3.146,0.211,g
2458117.64416,2017-12-30.1394055,bq,1.65,16.240,15.540,0.115,2.209,0.232,g
2458117.64539,2017-12-30.1406284,bq,1.60,16.429,15.235,0.073,2.925,0.195,g
2458117.64660,2017-12-30.1418465,bq,1.64,16.278,15.318,0.091,2.707,0.224,g
2458120.65188,2018-01-02.1472015,bi,1.91,14.981,>14.981,99.990,3.506,0.739,g
2458120.65310,2018-01-02.1484261,bi,1.89,15.733,15.246,0.140,2.895,0.370,g
2458121.63640,2018-01-03.1317400,bi,1.58,16.234,15.414,0.103,2.481,0.233,g
2458121.63763,2018-01-03.1329704,bi,1.53,16.341,15.155,0.074,3.148,0.212,g
2458121.63885,2018-01-03.1341915,bi,1.58,16.424,15.345,0.081,2.643,0.196,g
2458121.70714,2018-01-03.2024894,bq,1.98,15.976,15.452,0.135,2.395,0.296,g
2458121.70836,2018-01-03.2037146,bq,1.85,15.951,15.097,0.100,3.320,0.303,g
2458121.91766,2018-01-03.4130150,ba,1.64,15.443,14.609,0.102,5.502,0.510,V
2458121.91917,2018-01-03.4145303,ba,1.69,15.496,14.636,0.099,5.368,0.486,V
2458121.92061,2018-01-03.4159635,ba,1.74,15.399,14.455,0.092,6.334,0.532,V
2458122.93808,2018-01-04.4334716,ba,2.21,15.835,14.683,0.076,5.140,0.356,V
2458122.93966,2018-01-04.4350481,ba,2.05,15.866,14.583,0.067,5.634,0.346,V
2458122.94117,2018-01-04.4365483,ba,1.79,15.956,14.609,0.063,5.499,0.319,V
2458123.94868,2018-01-05.4440936,ba,1.71,16.010,14.553,0.057,5.787,0.303,V
2458123.94995,2018-01-05.4453687,ba,1.72,16.277,14.574,0.046,5.680,0.238,V
2458123.95123,2018-01-05.4466458,ba,1.73,16.025,14.689,0.064,5.109,0.299,V
2458124.47460,2018-01-05.9700386,bm,1.74,16.676,15.258,0.059,2.863,0.155,g
2458124.47581,2018-01-05.9712469,bm,1.80,16.617,15.247,0.062,2.892,0.164,g
2458124.47702,2018-01-05.9724550,bm,1.71,16.643,15.225,0.059,2.952,0.160,g
2458124.94526,2018-01-06.4407069,ba,1.70,16.181,14.624,0.052,5.419,0.259,V
2458124.94664,2018-01-06.4420939,ba,1.76,16.170,14.623,0.053,5.430,0.262,V
2458124.94791,2018-01-06.4433623,ba,1.71,16.170,14.681,0.055,5.150,0.262,V
2458125.49699,2018-01-06.9924590,bm,1.78,16.729,15.404,0.065,2.503,0.148,g
2458125.49821,2018-01-06.9936738,bm,1.77,16.775,15.382,0.061,2.556,0.142,g
2458125.49942,2018-01-06.9948899,bm,1.61,16.737,15.448,0.067,2.404,0.147,g
2458125.94165,2018-01-07.4371343,ba,1.80,16.365,14.591,0.043,5.591,0.219,V
2458125.94292,2018-01-07.4384065,ba,1.83,16.237,14.623,0.049,5.427,0.246,V
2458125.94420,2018-01-07.4396847,ba,1.86,16.312,14.598,0.045,5.557,0.230,V
2458126.93426,2018-01-08.4297827,ba,2.16,16.507,14.660,0.040,5.247,0.192,V
2458126.93555,2018-01-08.4310622,ba,2.15,16.524,14.656,0.039,5.268,0.189,V
2458126.93681,2018-01-08.4323364,ba,2.14,16.494,14.673,0.041,5.188,0.195,V
2458127.93465,2018-01-09.4301998,ba,1.67,16.697,14.656,0.033,5.266,0.161,V
2458127.93592,2018-01-09.4314775,ba,1.65,16.713,14.599,0.031,5.552,0.159,V
2458127.93720,2018-01-09.4327543,ba,1.63,16.692,14.707,0.035,5.025,0.163,V
2458128.35733,2018-01-09.8529067,bm,1.84,17.280,15.224,0.033,2.952,0.090,g
2458128.35858,2018-01-09.8541510,bm,1.84,17.204,15.299,0.038,2.755,0.096,g
2458128.35982,2018-01-09.8553943,bm,1.81,17.194,15.247,0.036,2.893,0.097,g
2458128.93117,2018-01-10.4267622,ba,1.65,16.580,14.608,0.036,5.504,0.180,V
2458128.93244,2018-01-10.4280378,ba,1.64,16.603,14.595,0.034,5.573,0.176,V
2458128.93372,2018-01-10.4293133,ba,1.70,16.589,14.563,0.034,5.736,0.178,V
2458129.34931,2018-01-10.8449199,bm,2.19,17.114,15.256,0.039,2.868,0.105,g
2458129.35052,2018-01-10.8461332,bm,2.19,17.091,15.295,0.042,2.767,0.107,g
2458129.35178,2018-01-10.8473881,bm,2.19,17.148,15.271,0.039,2.829,0.101,g
2458129.92772,2018-01-11.4233565,ba,1.71,13.866,>13.866,99.990,5.206,2.182,V
2458129.92899,2018-01-11.4246228,ba,1.82,99.990,99.990,99.990,99.990,99.990,V
2458129.93026,2018-01-11.4258997,ba,1.69,99.990,99.990,99.990,99.990,99.990,V
2458131.92562,2018-01-13.4213371,ba,1.69,16.601,14.615,0.035,5.468,0.177,V
2458131.92689,2018-01-13.4226025,ba,1.71,16.757,14.649,0.031,5.302,0.153,V
2458132.33354,2018-01-13.8292722,bm,1.54,99.990,99.990,99.990,99.990,99.990,g
2458132.33474,2018-01-13.8304746,bm,1.61,99.990,99.990,99.990,99.990,99.990,g
2458132.33596,2018-01-13.8316945,bm,1.53,17.153,15.311,0.040,2.726,0.100,g
2458132.90677,2018-01-14.4025246,ba,1.67,16.713,14.707,0.034,5.023,0.159,V
2458132.90812,2018-01-14.4038827,ba,1.64,16.691,14.642,0.033,5.335,0.162,V
2458132.90940,2018-01-14.4051593,ba,1.66,16.621,14.679,0.036,5.158,0.173,V
2458133.90973,2018-01-15.4055305,ba,1.73,16.573,14.550,0.034,5.809,0.181,V
2458133.91100,2018-01-15.4068055,ba,1.76,16.522,14.653,0.039,5.277,0.190,V
2458133.91227,2018-01-15.4080814,ba,1.75,16.551,14.604,0.036,5.525,0.185,V
2458134.38145,2018-01-15.8772701,bm,1.56,17.187,15.161,0.034,3.131,0.097,g
2458134.38265,2018-01-15.8784747,bm,1.60,17.138,15.285,0.040,2.795,0.102,g
2458134.38386,2018-01-15.8796807,bm,1.60,17.197,15.183,0.034,3.068,0.096,g
2458135.38093,2018-01-16.8768034,bm,1.67,17.242,15.313,0.037,2.721,0.093,g
2458135.38217,2018-01-16.8780444,bm,1.56,17.214,15.299,0.037,2.755,0.095,g
2458135.38339,2018-01-16.8792657,bm,1.52,17.197,15.296,0.038,2.764,0.096,g
2458135.90015,2018-01-17.3960452,ba,1.77,16.612,14.749,0.039,4.833,0.175,V
2458135.90141,2018-01-17.3973111,ba,1.77,16.634,14.664,0.036,5.228,0.171,V
2458135.90268,2018-01-17.3985759,ba,1.70,16.595,14.645,0.036,5.323,0.177,V
2458136.38466,2018-01-17.8805865,bm,1.65,14.454,>14.454,99.990,1.958,1.203,g
2458136.38596,2018-01-17.8818866,bm,1.74,99.990,99.990,99.990,99.990,99.990,g
2458136.38719,2018-01-17.8831101,bm,1.57,15.057,14.910,0.191,3.944,0.690,g
2458136.89657,2018-01-18.3925200,ba,2.33,16.408,14.565,0.040,5.727,0.210,V
2458136.89785,2018-01-18.3937995,ba,2.21,16.565,14.586,0.035,5.618,0.182,V
2458136.89914,2018-01-18.3950872,ba,2.18,16.553,14.574,0.035,5.677,0.184,V
2458137.90523,2018-01-19.4012273,ba,2.41,16.415,14.706,0.045,5.029,0.209,V
2458137.90789,2018-01-19.4038959,ba,2.42,16.392,14.688,0.045,5.116,0.213,V
2458138.90124,2018-01-20.3972872,ba,1.64,16.605,14.619,0.035,5.445,0.176,V
2458138.90251,2018-01-20.3985621,ba,1.66,16.656,14.635,0.034,5.371,0.168,V
2458138.90379,2018-01-20.3998368,ba,1.63,16.558,14.593,0.036,5.584,0.183,V
2458139.58129,2018-01-21.0773777,bi,1.37,17.215,15.299,0.037,2.758,0.095,g
2458139.58250,2018-01-21.0785881,bi,1.40,17.251,15.333,0.037,2.670,0.092,g
2458139.58371,2018-01-21.0798079,bi,1.41,17.181,15.309,0.039,2.732,0.098,g
2458140.42023,2018-01-21.9163623,bm,1.47,99.990,99.990,99.990,99.990,99.990,g
2458140.61377,2018-01-22.1099149,bi,1.43,17.302,15.389,0.038,2.536,0.088,g
2458140.61499,2018-01-22.1111346,bi,1.43,17.343,15.419,0.037,2.470,0.084,g
2458140.61622,2018-01-22.1123559,bi,1.43,17.224,15.279,0.036,2.809,0.094,g
2458141.62440,2018-01-23.1205927,bi,1.42,17.210,15.261,0.036,2.855,0.095,g
2458141.62562,2018-01-23.1218100,bi,1.43,17.219,15.217,0.035,2.973,0.095,g
2458141.62684,2018-01-23.1230320,bi,1.41,17.262,15.212,0.033,2.988,0.091,g
2458141.72549,2018-01-23.2216901,ba,1.78,16.360,14.594,0.043,5.577,0.220,V
2458141.72677,2018-01-23.2229688,ba,1.74,16.351,14.494,0.039,6.114,0.222,V
2458141.72806,2018-01-23.2242555,ba,1.80,16.337,14.590,0.044,5.599,0.225,V
2458142.61701,2018-01-24.1132587,bi,1.40,17.101,15.316,0.042,2.714,0.105,g
2458142.61823,2018-01-24.1144787,bi,1.42,17.169,15.203,0.036,3.013,0.099,g
2458142.61944,2018-01-24.1156960,bi,1.40,17.186,15.227,0.036,2.945,0.097,g
2458143.71448,2018-01-25.2108008,ba,1.65,15.247,14.826,0.149,4.501,0.612,V
2458143.71576,2018-01-25.2120740,ba,1.65,15.459,14.523,0.093,5.955,0.504,V
2458143.71703,2018-01-25.2133480,ba,1.65,16.020,14.664,0.063,5.229,0.301,V
2458144.77048,2018-01-26.2668501,bq,1.74,16.621,15.364,0.069,2.597,0.163,g
2458144.77179,2018-01-26.2681590,bq,1.79,16.563,15.486,0.081,2.321,0.172,g
2458144.77302,2018-01-26.2693909,bq,1.71,16.618,15.342,0.068,2.652,0.164,g
2458145.33868,2018-01-26.8350873,bm,1.61,16.512,15.128,0.061,3.228,0.181,g
2458145.33995,2018-01-26.8363527,bm,1.61,16.538,15.165,0.062,3.120,0.176,g
2458145.34117,2018-01-26.8375775,bm,1.60,16.487,15.206,0.067,3.006,0.185,g
2458145.58288,2018-01-27.0793023,bi,1.47,16.766,15.294,0.056,2.769,0.143,g
2458145.58410,2018-01-27.0805203,bi,1.44,16.647,15.222,0.059,2.960,0.160,g
2458145.58531,2018-01-27.0817387,bi,1.47,16.681,15.375,0.066,2.570,0.154,g
2458145.65733,2018-01-27.1537530,be,1.41,15.685,14.578,0.079,5.657,0.409,V
2458145.65859,2018-01-27.1550221,be,1.45,15.808,14.541,0.068,5.857,0.365,V
2458145.65987,2018-01-27.1562956,be,1.43,15.689,14.670,0.086,5.200,0.407,V
2458147.80775,2018-01-29.3043111,ba,2.11,14.211,>14.211,99.990,5.787,1.588,V
2458147.80903,2018-01-29.3055903,ba,1.80,15.469,14.496,0.089,6.102,0.499,V
2458147.81037,2018-01-29.3069292,ba,1.64,15.536,14.573,0.090,5.688,0.469,V
2458148.35645,2018-01-29.8530457,bm,1.69,16.230,15.142,0.081,3.186,0.234,g
2458148.35767,2018-01-29.8542670,bm,1.76,16.111,15.052,0.083,3.461,0.261,g
2458148.35889,2018-01-29.8554826,bm,1.72,16.134,15.421,0.114,2.463,0.256,g
2458148.61390,2018-01-30.1105059,bi,1.63,16.231,15.246,0.089,2.894,0.234,g
2458148.61511,2018-01-30.1117222,bi,1.62,16.242,15.079,0.075,3.378,0.232,g
2458148.61634,2018-01-30.1129513,bi,1.65,16.214,15.331,0.097,2.676,0.238,g
2458148.79298,2018-01-30.2895973,bq,1.74,15.808,15.393,0.149,2.529,0.345,g
2458148.79418,2018-01-30.2908127,bq,1.79,15.783,15.210,0.129,2.993,0.353,g
2458148.79541,2018-01-30.2920328,bq,1.74,15.847,15.322,0.135,2.700,0.333,g
2458148.87473,2018-01-30.3713561,ba,1.74,15.675,14.545,0.077,5.830,0.413,V
2458148.87600,2018-01-30.3726258,ba,1.79,15.748,14.495,0.069,6.109,0.386,V
2458148.87727,2018-01-30.3738982,ba,1.85,15.734,14.760,0.089,4.785,0.391,V
2458149.60631,2018-01-31.1029763,bi,1.80,15.998,15.566,0.147,2.156,0.290,g
2458149.60753,2018-01-31.1041958,bi,1.82,15.842,15.351,0.140,2.628,0.335,g
2458149.60875,2018-01-31.1054196,bi,1.96,15.860,15.311,0.132,2.725,0.329,g
2458150.34486,2018-01-31.8415844,bm,1.77,16.166,15.449,0.113,2.402,0.248,g
2458150.34608,2018-01-31.8427990,bm,1.70,16.108,15.200,0.095,3.020,0.262,g
2458150.34731,2018-01-31.8440313,bm,1.70,16.141,15.285,0.100,2.794,0.254,g
2458152.32398,2018-02-02.8208302,bm,1.77,16.832,15.180,0.048,3.078,0.135,g
2458152.32520,2018-02-02.8220515,bm,1.72,16.853,15.202,0.048,3.015,0.132,g
2458152.32642,2018-02-02.8232692,bm,1.77,16.761,15.193,0.052,3.040,0.144,g
2458152.86410,2018-02-03.3609930,ba,1.70,16.107,14.773,0.064,4.727,0.277,V
2458152.86539,2018-02-03.3622756,ba,1.71,16.099,14.638,0.057,5.353,0.280,V
2458152.86666,2018-02-03.3635504,ba,1.68,16.037,14.471,0.052,6.243,0.296,V
2458153.37407,2018-02-03.8709871,bm,1.55,16.719,15.264,0.057,2.847,0.149,g
2458153.37527,2018-02-03.8721957,bm,1.51,16.691,15.232,0.057,2.930,0.153,g
2458153.37649,2018-02-03.8734077,bm,1.56,16.764,15.310,0.057,2.731,0.143,g
2458154.42189,2018-02-04.9188799,bm,1.55,16.747,15.368,0.061,2.586,0.146,g
2458154.42310,2018-02-04.9200908,bm,1.48,16.713,15.336,0.062,2.665,0.150,g
2458154.42431,2018-02-04.9212967,bm,1.55,16.738,15.353,0.061,2.622,0.147,g
2458155.43157,2018-02-05.9286378,bm,1.59,16.787,15.384,0.060,2.549,0.140,g
2458155.43287,2018-02-05.9299351,bm,1.53,16.861,15.402,0.057,2.509,0.131,g
2458155.43407,2018-02-05.9311456,bm,1.51,16.699,15.387,0.065,2.543,0.152,g
2458156.42052,2018-02-06.9176503,bm,1.55,17.012,15.402,0.050,2.507,0.114,g
2458156.42173,2018-02-06.9188586,bm,1.55,16.999,15.458,0.053,2.380,0.116,g
2458156.42294,2018-02-06.9200741,bm,1.54,17.050,15.487,0.052,2.319,0.110,g
2458157.58141,2018-02-08.0786246,be,1.39,16.165,14.735,0.059,4.900,0.263,V
2458157.58269,2018-02-08.0799025,be,1.37,16.156,14.652,0.055,5.290,0.265,V
2458157.58394,2018-02-08.0811581,be,1.39,16.242,14.605,0.048,5.519,0.245,V
2458157.58611,2018-02-08.0833307,bi,1.63,17.162,15.340,0.041,2.653,0.100,g
2458157.58733,2018-02-08.0845422,bi,1.57,17.209,15.379,0.040,2.562,0.095,g
2458157.58855,2018-02-08.0857662,bi,1.61,17.201,15.372,0.041,2.577,0.096,g
2458158.57808,2018-02-09.0753703,bi,1.52,17.196,15.339,0.039,2.657,0.097,g
2458158.57930,2018-02-09.0765918,bi,1.51,17.240,15.375,0.039,2.569,0.093,g
2458158.58052,2018-02-09.0778115,bi,1.50,17.236,15.465,0.043,2.366,0.093,g
2458159.57368,2018-02-10.0710372,bi,1.46,17.142,15.324,0.041,2.693,0.102,g
2458159.57490,2018-02-10.0722561,bi,1.44,17.272,15.336,0.037,2.664,0.090,g
2458159.57612,2018-02-10.0734758,bi,1.44,17.174,15.257,0.037,2.865,0.099,g
2458159.63002,2018-02-10.1273800,be,1.38,16.107,14.737,0.062,4.888,0.277,V
2458159.63129,2018-02-10.1286502,be,1.40,16.088,14.765,0.065,4.762,0.282,V
2458159.63256,2018-02-10.1299295,be,1.40,16.139,14.728,0.060,4.928,0.269,V
2458160.56190,2018-02-11.0593363,bi,1.47,17.223,15.346,0.039,2.639,0.094,g
2458160.56312,2018-02-11.0605607,bi,1.44,17.158,15.249,0.038,2.887,0.100,g
2458160.56434,2018-02-11.0617796,bi,1.42,17.147,15.294,0.040,2.771,0.101,g
2458160.66396,2018-02-11.1614004,be,1.41,16.053,14.679,0.062,5.156,0.291,V
2458160.66523,2018-02-11.1626690,be,1.42,16.049,14.728,0.065,4.932,0.292,V
2458160.66650,2018-02-11.1639474,be,1.42,16.122,14.690,0.059,5.104,0.273,V
2458161.82052,2018-02-12.3180515,ba,1.65,16.663,14.833,0.040,4.473,0.167,V
2458161.82179,2018-02-12.3193165,ba,1.70,16.630,14.786,0.040,4.674,0.172,V
2458161.82305,2018-02-12.3205788,ba,1.64,16.705,14.804,0.038,4.595,0.160,V
2458167.76791,2018-02-18.2658984,ba,1.58,16.549,14.689,0.039,5.105,0.185,V
2458167.76918,2018-02-18.2671625,ba,1.63,16.651,14.700,0.036,5.055,0.169,V
2458167.77044,2018-02-18.2684287,ba,1.65,16.658,14.766,0.038,4.760,0.168,V
2458175.36479,2018-02-25.8633929,bm,1.61,16.459,15.653,0.104,1.990,0.189,g
2458175.36600,2018-02-25.8646001,bm,1.63,16.428,15.347,0.081,2.637,0.195,g
2458175.36721,2018-02-25.8658197,bm,1.56,16.499,15.856,0.121,1.650,0.183,g
2458175.68810,2018-02-26.1867305,bq,1.54,16.227,15.522,0.114,2.246,0.235,g
2458175.68933,2018-02-26.1879586,bq,1.58,16.119,15.826,0.167,1.697,0.259,g
2458175.69057,2018-02-26.1891950,bq,1.51,16.183,15.737,0.145,1.841,0.244,g
2458176.27451,2018-02-26.7731912,bm,2.10,16.483,15.631,0.100,2.031,0.186,g
2458176.27573,2018-02-26.7744082,bm,2.11,16.527,15.509,0.086,2.272,0.178,g
2458176.27695,2018-02-26.7756254,bm,2.08,16.428,15.627,0.105,2.038,0.195,g
2458176.56398,2018-02-27.0626885,bi,1.50,16.447,15.429,0.086,2.447,0.192,g
2458176.56520,2018-02-27.0639130,bi,1.44,16.392,15.597,0.105,2.096,0.202,g
2458176.56643,2018-02-27.0651315,bi,1.53,16.487,15.567,0.094,2.153,0.185,g
2458178.59957,2018-03-01.0984456,bi,1.60,16.070,15.761,0.165,1.802,0.271,g
2458178.60078,2018-03-01.0996614,bi,1.63,16.231,15.806,0.148,1.729,0.234,g
2458178.60200,2018-03-01.1008777,bi,1.61,16.119,15.599,0.136,2.090,0.259,g
2458180.60489,2018-03-03.1039361,bi,1.51,16.360,15.463,0.096,2.371,0.208,g
2458180.60611,2018-03-03.1051532,bi,1.54,16.210,15.549,0.119,2.190,0.238,g
2458180.60732,2018-03-03.1063718,bi,1.57,16.153,15.346,0.104,2.641,0.251,g
2458181.59637,2018-03-04.0955085,bi,1.46,16.626,15.857,0.108,1.649,0.163,g
2458181.59759,2018-03-04.0967230,bi,1.50,16.512,15.597,0.094,2.095,0.181,g
2458181.59881,2018-03-04.0979366,bi,1.53,16.452,15.561,0.096,2.167,0.191,g
2458182.59553,2018-03-05.0947461,bi,1.46,16.657,16.094,0.130,1.325,0.158,g
2458182.59675,2018-03-05.0959670,bi,1.51,16.647,16.125,0.135,1.289,0.159,g
2458182.59796,2018-03-05.0971824,bi,1.46,16.544,15.955,0.127,1.506,0.175,g
2458183.59089,2018-03-06.0901899,bi,1.41,16.976,15.687,0.067,1.929,0.118,g
2458183.59211,2018-03-06.0914084,bi,1.39,16.842,15.496,0.063,2.299,0.133,g
2458183.59333,2018-03-06.0926246,bi,1.43,16.922,15.651,0.068,1.995,0.124,g
2458184.59714,2018-03-07.0965306,bi,1.38,17.085,15.463,0.049,2.370,0.107,g
2458184.59837,2018-03-07.0977538,bi,1.40,17.190,15.673,0.054,1.955,0.097,g
2458184.59959,2018-03-07.0989709,bi,1.37,17.332,15.603,0.044,2.084,0.085,g
2458186.58592,2018-03-09.0854739,bi,1.47,17.115,15.490,0.049,2.312,0.104,g
2458186.58714,2018-03-09.0867005,bi,1.49,17.093,15.511,0.051,2.266,0.106,g
2458186.58836,2018-03-09.0879167,bi,1.52,17.164,15.542,0.049,2.205,0.099,g
2458187.54688,2018-03-10.0465209,bi,1.39,17.229,15.755,0.056,1.811,0.093,g
2458187.54809,2018-03-10.0477393,bi,1.37,17.239,15.656,0.051,1.985,0.093,g
2458187.54931,2018-03-10.0489519,bi,1.39,17.189,15.724,0.057,1.863,0.097,g
2458188.57365,2018-03-11.0733853,be,1.36,16.101,14.712,0.061,5.002,0.279,V
2458188.57491,2018-03-11.0746427,be,1.40,16.025,14.605,0.059,5.524,0.299,V
2458188.57618,2018-03-11.0759059,be,1.37,16.092,14.755,0.064,4.806,0.281,V
2458189.57371,2018-03-12.0735276,bi,1.41,17.248,15.681,0.052,1.938,0.092,g
2458189.57492,2018-03-12.0747369,bi,1.40,17.312,15.704,0.050,1.898,0.087,g
2458189.57613,2018-03-12.0759577,bi,1.43,17.175,15.763,0.060,1.798,0.098,g
2458190.59484,2018-03-13.0947498,bi,1.41,17.151,15.263,0.038,2.850,0.101,g
2458190.59606,2018-03-13.0959636,bi,1.46,17.174,15.371,0.041,2.581,0.099,g
2458190.59727,2018-03-13.0971799,bi,1.41,17.143,15.317,0.041,2.710,0.101,g
2458191.56446,2018-03-14.0644512,bi,1.46,17.134,15.311,0.041,2.726,0.102,g
2458191.56568,2018-03-14.0656709,bi,1.46,17.135,15.420,0.045,2.466,0.102,g
2458191.56690,2018-03-14.0668865,bi,1.46,17.166,15.468,0.046,2.359,0.099,g
2458192.57092,2018-03-15.0709987,bi,1.41,17.257,15.372,0.038,2.577,0.091,g
2458192.57214,2018-03-15.0722222,bi,1.45,17.202,15.504,0.046,2.282,0.096,g
2458192.57337,2018-03-15.0734405,bi,1.40,17.151,15.458,0.046,2.380,0.101,g
2458193.55885,2018-03-16.0590114,bi,1.45,17.114,15.473,0.048,2.349,0.104,g
2458193.56007,2018-03-16.0602292,bi,1.44,17.196,15.469,0.044,2.359,0.097,g
2458193.56129,2018-03-16.0614506,bi,1.43,17.212,15.486,0.045,2.320,0.095,g
2458194.56534,2018-03-17.0655890,bi,1.49,17.204,15.670,0.053,1.959,0.096,g
2458194.56655,2018-03-17.0668039,bi,1.49,17.201,15.680,0.054,1.941,0.096,g
2458194.56777,2018-03-17.0680239,bi,1.48,17.191,15.663,0.053,1.971,0.097,g
2458195.55699,2018-03-18.0573320,bi,1.58,17.230,15.484,0.044,2.324,0.093,g
2458195.55821,2018-03-18.0585486,bi,1.70,17.244,15.361,0.039,2.604,0.092,g
2458195.55944,2018-03-18.0597802,bi,1.67,17.142,15.373,0.043,2.576,0.101,g
2458196.56018,2018-03-19.0606048,bi,1.42,17.162,15.298,0.039,2.759,0.100,g
2458196.56141,2018-03-19.0618293,bi,1.43,17.111,15.287,0.041,2.788,0.104,g
2458196.56262,2018-03-19.0630491,bi,1.46,17.086,15.298,0.042,2.758,0.107,g
2458197.54767,2018-03-20.0481815,bi,1.44,17.159,15.472,0.046,2.353,0.100,g
2458197.54889,2018-03-20.0494004,bi,1.40,17.260,15.513,0.044,2.262,0.091,g
2458197.55011,2018-03-20.0506181,bi,1.43,17.160,15.439,0.045,2.425,0.100,g
2458198.55754,2018-03-21.0581379,bi,1.44,17.153,15.417,0.044,2.474,0.100,g
2458198.55876,2018-03-21.0593538,bi,1.43,17.302,15.366,0.037,2.593,0.088,g
2458198.55998,2018-03-21.0605728,bi,1.47,17.116,15.382,0.044,2.556,0.104,g
2458199.54604,2018-03-22.0467244,bi,1.43,17.082,15.456,0.049,2.385,0.107,g
2458199.54726,2018-03-22.0479402,bi,1.42,17.076,15.501,0.051,2.289,0.108,g
2458199.54848,2018-03-22.0491542,bi,1.40,17.086,15.463,0.049,2.370,0.107,g
2458203.54190,2018-03-26.0429215,bi,1.49,16.564,15.323,0.070,2.695,0.172,g
2458203.54312,2018-03-26.0441465,bi,1.54,16.673,15.215,0.057,2.980,0.156,g
2458203.54435,2018-03-26.0453678,bi,1.47,16.731,15.185,0.053,3.064,0.148,g
2458204.54037,2018-03-27.0414800,bi,1.41,16.697,15.275,0.059,2.817,0.153,g
2458204.54159,2018-03-27.0426959,bi,1.40,16.586,15.300,0.067,2.752,0.169,g
2458204.54281,2018-03-27.0439111,bi,1.42,16.623,15.352,0.068,2.626,0.163,g
2458205.53505,2018-03-28.0362380,bi,1.43,16.423,15.380,0.084,2.558,0.196,g
2458205.53626,2018-03-28.0374543,bi,1.43,16.486,15.501,0.088,2.288,0.185,g
2458205.53748,2018-03-28.0386703,bi,1.42,16.418,15.441,0.089,2.419,0.197,g
2458206.50596,2018-03-29.0072336,bi,1.49,16.506,15.257,0.069,2.866,0.182,g
2458206.50719,2018-03-29.0084557,bi,1.43,16.473,15.447,0.085,2.405,0.187,g
2458206.50840,2018-03-29.0096744,bi,1.44,16.633,15.448,0.074,2.405,0.162,g
2458207.53283,2018-03-30.0341885,be,1.43,15.490,14.878,0.125,4.294,0.489,V
2458207.53411,2018-03-30.0354644,be,1.42,15.468,14.556,0.095,5.774,0.499,V
2458207.53538,2018-03-30.0367431,be,1.43,15.489,14.774,0.113,4.725,0.489,V
